id,url,date_posted,photos,locality,street,property_type,rooms,area_m2,owner_direct,price_total_zl,price_per_m2_zl,price_total_zl_cleaned,price_per_m2_zl_cleaned,area_m2_cleaned,rooms_str,city,latitude,longitude
3721854,https://adresowo.pl/o/mieszkanie-warszawa-wawer-ul-wichrowa-1-pokoj-m2b7y3,dzisiajnowe,8.0,Warszawa Wawer,ul. Wichrowa,Mieszkanie,1,35,True,568 000,16 229zł / m²,568000.0,16229.0,35.0,1.0,Warszawa,52.219304,21.143002
3530676,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-al-krakowska-2-pokojowe-f5h9l7,,7.0,Warszawa Włochy,al. Krakowska,Mieszkanie,2,53,True,zapytaj o cenę,,,,53.0,2.0,Warszawa,52.182934,20.951026
3721340,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-ksiedza-prymasa-augusta-hlonda-2-pokojowe-d3j3p3,wczorajnowe,11.0,Warszawa Wilanów,ul. Księdza Prymasa Augusta Hlonda,Mieszkanie,2,53,True,960 000,17 954zł / m²,960000.0,17954.0,53.0,2.0,Warszawa,52.158306,21.067201
3721334,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-klobucka-2-pokojowe-y2y0t0,wczorajnowe,15.0,Warszawa Ursynów,ul. Kłobucka,Mieszkanie,2,46,True,910 000,20 000zł / m²,910000.0,20000.0,46.0,2.0,Warszawa,52.163714,20.992263
3721840,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-obroncow-tobruku-3-pokojowe-z2m4m7,dzisiajnowe,18.0,Warszawa Bemowo,ul. Obrońców Tobruku,Mieszkanie,3,76,True,1 250 000,16 447zł / m²,1250000.0,16447.0,76.0,3.0,Warszawa,52.258933,20.93578
3721808,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-sokolowska-2-pokojowe-r1h8i0,dzisiajnowe,20.0,Warszawa Wola,ul. Sokołowska,Mieszkanie,2,52,True,1 097 700,21 142zł / m²,1097700.0,21142.0,52.0,2.0,Warszawa,52.236534,20.959399
3530814,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-oliwska-2-pokojowe-b8c6x1,,16.0,Warszawa Targówek,ul. Oliwska,Mieszkanie,2,45,True,zapytaj o cenę,,,,45.0,2.0,Warszawa,52.280544,21.022787
3721332,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-cybernetyki-2-pokojowe-o4g7x1,wczorajnowe,7.0,Warszawa Mokotów,ul. Cybernetyki,Mieszkanie,2,57,True,949 000,16 545zł / m²,949000.0,16545.0,57.0,2.0,Warszawa,52.176392,20.993831
3721328,https://adresowo.pl/o/mieszkanie-warszawa-wawer-ul-naddnieprzanska-4-pokojowe-i8e6g6,wczorajnowe,13.0,Warszawa Wawer,ul. Naddnieprzańska,Mieszkanie,4,110,True,1 595 000,14 500zł / m²,1595000.0,14500.0,110.0,4.0,Warszawa,52.237527,21.130272
3721688,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-nowogrodzka-5-pokojowe-z9s2n3,dzisiajnowe,11.0,Warszawa Śródmieście,ul. Nowogrodzka,Mieszkanie,5,137,True,2 999 000,21 971zł / m²,2999000.0,21971.0,137.0,5.0,Warszawa,52.227576,21.006742
3721682,https://adresowo.pl/o/mieszkanie-warszawa-marysin-wawerski-ul-storczykowa-3-pokojowe-m2q0t7,dzisiajnowe,20.0,Warszawa Marysin Wawerski,ul. Storczykowa,Mieszkanie,3,83,True,905 000,10 904zł / m²,905000.0,10904.0,83.0,3.0,Warszawa,52.232087,21.153738
3530286,https://adresowo.pl/o/mieszkanie-warszawa-chrzanow-ul-szeligowska-2-pokojowe-d9b4t4,,7.0,Warszawa Chrzanów,ul. Szeligowska,Mieszkanie,2,42,True,zapytaj o cenę,,,,42.0,2.0,Warszawa,52.227723,20.883135
3721326,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-sokratesa-1-pokoj-d6o0k4,wczorajnowe,2.0,Warszawa Bielany,ul. Sokratesa,Mieszkanie,1,32,True,750 000,23 526zł / m²,750000.0,23526.0,32.0,1.0,Warszawa,52.284384,20.928121
3721322,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-piastow-slaskich-2-pokojowe-b6s9f1,wczorajnowe,8.0,Warszawa Bemowo,ul. Piastów Śląskich,Mieszkanie,2,53,True,800 000,15 094zł / m²,800000.0,15094.0,53.0,2.0,Warszawa,52.264676,20.919126
3721558,https://adresowo.pl/o/mieszkanie-warszawa-ul-wolnosci-2-pokojowe-g7i3m7,dzisiajnowe,20.0,Warszawa,ul. Wolności,Mieszkanie,2,41,True,409 000,9 976zł / m²,409000.0,9976.0,41.0,2.0,Warszawa,52.202732,20.87091
3721572,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-trakt-nadwislanski-1-pokoj-b4t3m7,dzisiajnowe,3.0,Warszawa Białołęka,ul. Trakt Nadwiślański,Mieszkanie,1,27,True,375 000,13 998zł / m²,375000.0,13998.0,27.0,1.0,Warszawa,52.31261,20.970723
3617920,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-trzcinowa-3-pokojowe-l2o0n8,,7.0,Warszawa Włochy,ul. Trzcinowa,Mieszkanie,3,55,True,zapytaj o cenę,,,,55.0,3.0,Warszawa,52.212173,20.917724
3721316,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-krasnobrodzka-1-pokoj-e5o9s3,wczorajnowe,7.0,Warszawa Targówek,ul. Krasnobrodzka,Mieszkanie,1,33,True,495 000,15 000zł / m²,495000.0,15000.0,33.0,1.0,Warszawa,52.299822,21.041809
3720928,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-bobrowiecka-2-pokojowe-b5i3f8,wczoraj,11.0,Warszawa Mokotów,ul. Bobrowiecka,Mieszkanie,2,59,True,1 345 000,22 797zł / m²,1345000.0,22797.0,59.0,2.0,Warszawa,52.198954,21.046403
3721532,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-slawinska-2-pokojowe-o8l0n8,dzisiajnowe,7.0,Warszawa Wola,ul. Sławińska,Mieszkanie,2,39,True,749 000,19 429zł / m²,749000.0,19429.0,39.0,2.0,Warszawa,52.224326,20.970636
3721520,https://adresowo.pl/o/mieszkanie-warszawa-odolany-ul-jana-kazimierza-2-pokojowe-h4i0t7,dzisiajnowe,12.0,Warszawa Odolany,ul. Jana Kazimierza,Mieszkanie,2,59,True,1 227 000,20 797zł / m²,1227000.0,20797.0,59.0,2.0,Warszawa,52.222774,20.938849
3530392,https://adresowo.pl/o/mieszkanie-warszawa-chrzanow-ul-szeligowska-3-pokojowe-k7r9i2,,8.0,Warszawa Chrzanów,ul. Szeligowska,Mieszkanie,3,63,True,zapytaj o cenę,,,,63.0,3.0,Warszawa,52.227723,20.883135
3720520,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-al-stanow-zjednoczonych-1-pokoj-y1e5b6,wczoraj,19.0,Warszawa Praga-Południe,al. Stanów Zjednoczonych,Mieszkanie,1,36,True,559 000,15 357zł / m²,559000.0,15357.0,36.0,1.0,Warszawa,52.233213,21.075854
3720516,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-aleksandra-janowskiego-3-pokojowe-u1m7x6,wczoraj,13.0,Warszawa Ursynów,ul. Aleksandra Janowskiego,Mieszkanie,3,63,True,823 500,12 999zł / m²,823500.0,12999.0,63.0,3.0,Warszawa,52.154286,21.019789
3554288,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-nurzynska-1-pokoj-k5t0j6,ponad miesiąc temu,9.0,Warszawa Ursus,ul. Nurzyńska,Mieszkanie,1,35,True,492 000,13 977zł / m²,492000.0,13977.0,35.0,1.0,Warszawa,52.19228,20.891608
3718412,https://adresowo.pl/o/mieszkanie-warszawa-bielany-2-pokojowe-45-m2-g7r9t9,4 dni temu,14.0,Warszawa Bielany,,Mieszkanie,2,45,True,645 000,14 333zł / m²,645000.0,14333.0,45.0,2.0,Warszawa,52.23072,21.016317
3718404,https://adresowo.pl/o/mieszkanie-warszawa-ul-smocza-1-pokoj-k1d2p0,4 dni temu,27.0,Warszawa,ul. Smocza,Mieszkanie,1,19,True,469 000,24 188zł / m²,469000.0,24188.0,19.0,1.0,Warszawa,52.246447,20.98502
3718398,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-3-pokojowe-47-m2-m8y4c5,4 dni temu,14.0,Warszawa Żoliborz,,Mieszkanie,3,47,True,870 000,18 511zł / m²,870000.0,18511.0,47.0,3.0,Warszawa,52.23072,21.016317
3718396,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-wladyslawa-okinskiego-2-pokojowe-v4u6n8,4 dni temu,5.0,Warszawa Ochota,ul. Władysława Okińskiego,Mieszkanie,2,37,True,575 000,15 457zł / m²,575000.0,15457.0,37.0,2.0,Warszawa,52.197113,20.974959
3718392,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-raclawicka-1-pokoj-y1b5k7,4 dni temu,16.0,Warszawa Mokotów,ul. Racławicka,Mieszkanie,1,20,True,529 000,26 450zł / m²,529000.0,26450.0,20.0,1.0,Warszawa,52.196431,20.995451
3718388,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-makolagwy-2-pokojowe-f8c5r4,4 dni temu,10.0,Warszawa Ursynów,ul. Makolągwy,Mieszkanie,2,50,True,849 000,16 980zł / m²,849000.0,16980.0,50.0,2.0,Warszawa,52.144804,21.026534
3718390,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-wiktorska-1-pokoj-o0s8m3,4 dni temu,6.0,Warszawa Mokotów,ul. Wiktorska,Mieszkanie,1,32,True,624 000,19 500zł / m²,624000.0,19500.0,32.0,1.0,Warszawa,52.199334,21.013109
3718386,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-tomcia-palucha-3-pokojowe-h0k5e7,4 dni temu,5.0,Warszawa Ursus,ul. Tomcia Palucha,Mieszkanie,3,60,True,990 000,16 500zł / m²,990000.0,16500.0,60.0,3.0,Warszawa,52.190752,20.896144
3718384,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-ludwinowska-5-pokojowe-y6f8f1,4 dni temu,4.0,Warszawa Ursynów,ul. Ludwinowska,Mieszkanie,5,104,True,1 249 000,12 010zł / m²,1249000.0,12010.0,104.0,5.0,Warszawa,52.134203,21.010808
3718122,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-odkryta-2-pokojowe-c8c8i6,4 dni temu,13.0,Warszawa Białołęka,ul. Odkryta,Mieszkanie,2,50,True,750 000,15 152zł / m²,750000.0,15152.0,50.0,2.0,Warszawa,52.331918,20.935701
3718120,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-jana-iii-sobieskiego-3-pokojowe-x3n3r5,4 dni temu,9.0,Warszawa Wilanów,ul. Jana III Sobieskiego,Mieszkanie,3,56,True,793 000,14 110zł / m²,793000.0,14110.0,56.0,3.0,Warszawa,52.185701,21.051449
3718114,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-plochocinska-2-pokojowe-z5x9u8,4 dni temu,10.0,Warszawa Białołęka,ul. Płochocińska,Mieszkanie,2,48,True,710 400,14 800zł / m²,710400.0,14800.0,48.0,2.0,Warszawa,52.339356,21.028847
3718116,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-dedala-2-pokojowe-h6h0h0,4 dni temu,19.0,Warszawa Praga-Południe,ul. Dedala,Mieszkanie,2,75,True,1 050 000,14 056zł / m²,1050000.0,14056.0,75.0,2.0,Warszawa,52.224198,21.086176
3718118,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-bagatela-2-pokojowe-g3x7c2,4 dni temu,8.0,Warszawa Śródmieście,ul. Bagatela,Mieszkanie,2,60,True,1 740 000,28 861zł / m²,1740000.0,28861.0,60.0,2.0,Warszawa,52.213649,21.023694
3718110,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-przeworska-3-pokojowe-n4z7d8,4 dni temu,15.0,Warszawa Praga-Południe,ul. Przeworska,Mieszkanie,3,54,True,995 000,18 598zł / m²,995000.0,18598.0,54.0,3.0,Warszawa,52.254304,21.081559
3718106,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-ceramiczna-2-pokojowe-a4b0f8,4 dni temu,9.0,Warszawa Białołęka,ul. Ceramiczna,Mieszkanie,2,34,True,560 000,16 471zł / m²,560000.0,16471.0,34.0,2.0,Warszawa,52.32176,20.962891
3721508,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-aleksandra-gieysztora-5-pokojowe-n8o3y0,dzisiajnowe,20.0,Warszawa Wilanów,ul. Aleksandra Gieysztora,Mieszkanie,5,116,True,2 650 000,22 845zł / m²,2650000.0,22845.0,116.0,5.0,Warszawa,52.160139,21.083436
3721506,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-1-pokoj-23-m2-p7k9n0,dzisiajnowe,6.0,Warszawa Praga-Południe,,Mieszkanie,1,23,True,370 000,16 087zł / m²,370000.0,16087.0,23.0,1.0,Warszawa,52.23072,21.016317
3717954,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-bialobrzeska-1-pokoj-s3t6m2,4 dni temu,2.0,Warszawa Ochota,ul. Białobrzeska,Mieszkanie,1,33,True,700 000,21 212zł / m²,700000.0,21212.0,33.0,1.0,Warszawa,52.213776,20.973894
3717948,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-grzybowska-2-pokojowe-q0q3m9,5 dni temu,12.0,Warszawa Wola,ul. Grzybowska,Mieszkanie,2,27,True,670 000,24 815zł / m²,670000.0,24815.0,27.0,2.0,Warszawa,52.23461,20.990465
3721418,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-eugeniusza-lokajskiego-3-pokojowe-k7g3r4,wczorajnowe,11.0,Warszawa Ursynów,ul. Eugeniusza Lokajskiego,Mieszkanie,3,60,True,850 000,14 167zł / m²,850000.0,14167.0,60.0,3.0,Warszawa,52.139265,21.064537
3719368,https://adresowo.pl/o/mieszkanie-warszawa-saska-kepa-ul-arabska-3-pokojowe-u1t6y6,wczorajnowe,12.0,Warszawa Saska Kępa,ul. Arabska,Mieszkanie,3,47,True,760 000,16 239zł / m²,760000.0,16239.0,47.0,3.0,Warszawa,52.222736,21.068548
3717896,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-potrzebna-3-pokojowe-n9j0c4,5 dni temu,18.0,Warszawa Włochy,ul. Potrzebna,Mieszkanie,3,56,True,700 000,12 471zł / m²,700000.0,12471.0,56.0,3.0,Warszawa,52.211389,20.920873
3717890,https://adresowo.pl/o/mieszkanie-warszawa-wola-3-pokojowe-54-m2-z4m5h4,5 dni temu,12.0,Warszawa Wola,,Mieszkanie,3,54,True,750 000,13 889zł / m²,750000.0,13889.0,54.0,3.0,Warszawa,50.653611,22.691111
3720944,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-ogrodowa-3-pokojowe-s9n0x8,wczoraj,17.0,Warszawa Wola,ul. Ogrodowa,Mieszkanie,3,76,True,1 590 000,20 852zł / m²,1590000.0,20852.0,76.0,3.0,Warszawa,52.252434,21.219697
3720754,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-krokwi-1-pokoj-k6p8v3,wczoraj,14.0,Warszawa Białołęka,ul. Krokwi,Mieszkanie,1,31,True,570 000,18 689zł / m²,570000.0,18689.0,31.0,1.0,Warszawa,52.331601,20.976108
3717606,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-podskarbinska-1-pokoj-m8o3q6,5 dni temu,13.0,Warszawa Praga-Południe,ul. Podskarbińska,Mieszkanie,1,35,True,519 000,14 854zł / m²,519000.0,14854.0,35.0,1.0,Warszawa,52.251874,21.074207
3717598,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-heleny-junkiewicz-1-pokoj-e6y8z5,5 dni temu,5.0,Warszawa Targówek,ul. Heleny Junkiewicz,Mieszkanie,1,33,True,465 000,14 220zł / m²,465000.0,14220.0,33.0,1.0,Warszawa,52.267442,21.055684
3718984,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-juliana-konstantego-ordona-3-pokojowe-u8s5a0,wczoraj,1.0,Warszawa Wola,ul. Juliana Konstantego Ordona,Mieszkanie,3,64,True,902 000,13 989zł / m²,902000.0,13989.0,64.0,3.0,Warszawa,52.224458,20.953439
3720500,https://adresowo.pl/o/mieszkanie-warszawa-stegny-ul-capri-3-pokojowe-a2u5g4,wczoraj,1.0,Warszawa Stegny,ul. Capri,Mieszkanie,3,53,True,760 000,14 340zł / m²,760000.0,14340.0,53.0,3.0,Warszawa,52.17559,21.05761
3717458,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-wrzeciono-2-pokojowe-r6x7z4,5 dni temu,3.0,Warszawa Bielany,ul. Wrzeciono,Mieszkanie,2,37,True,639 000,17 270zł / m²,639000.0,17270.0,37.0,2.0,Warszawa,52.289617,20.939229
3717376,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jana-pawla-ii-2-pokojowe-n9c2d1,5 dni temu,17.0,Warszawa Wola,ul. Jana Pawła II,Mieszkanie,2,38,True,699 000,18 424zł / m²,699000.0,18424.0,38.0,2.0,Warszawa,52.21638,21.233436
3720452,https://adresowo.pl/o/mieszkanie-warszawa-wyczolki-ul-pieskowa-skala-2-pokojowe-v0h6k9,wczoraj,8.0,Warszawa Wyczółki,ul. Pieskowa Skała,Mieszkanie,2,35,True,719 000,20 508zł / m²,719000.0,20508.0,35.0,2.0,Warszawa,52.161816,20.996366
3720446,https://adresowo.pl/o/mieszkanie-warszawa-wyczolki-ul-zloty-potok-2-pokojowe-x7c5x5,wczoraj,8.0,Warszawa Wyczółki,ul. Złoty Potok,Mieszkanie,2,43,True,869 000,20 313zł / m²,869000.0,20313.0,43.0,2.0,Warszawa,52.160628,20.995016
3717344,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-szczesliwicka-3-pokojowe-a4y1w3,5 dni temu,19.0,Warszawa Ochota,ul. Szczęśliwicka,Mieszkanie,3,46,True,679 000,14 729zł / m²,679000.0,14729.0,46.0,3.0,Warszawa,52.214509,20.969033
3716708,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-orlich-gniazd-2-pokojowe-l7m3v8,ponad tydzień temu,8.0,Warszawa Bemowo,ul. Orlich Gniazd,Mieszkanie,2,46,True,625 000,13 587zł / m²,625000.0,13587.0,46.0,2.0,Warszawa,52.250437,20.920278
3575832,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-swiatowida-2-pokojowe-o9i7k0,wczoraj,15.0,Warszawa Białołęka,ul. Światowida,Mieszkanie,2,42,True,530 000,12 740zł / m²,530000.0,12740.0,42.0,2.0,Warszawa,52.321368,20.947096
3720264,https://adresowo.pl/o/mieszkanie-warszawa-tarchomin-ul-aleksandra-kaminskiego-3-pokojowe-q2x4n1,2 dni temu,9.0,Warszawa Tarchomin,ul. Aleksandra Kamińskiego,Mieszkanie,3,66,True,820 000,12 500zł / m²,820000.0,12500.0,66.0,3.0,Warszawa,52.322181,20.952123
3716706,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-wojciecha-boguslawskiego-3-pokojowe-t9t6b7,ponad tydzień temu,19.0,Warszawa Bielany,ul. Wojciecha Bogusławskiego,Mieszkanie,3,67,True,1 162 000,17 266zł / m²,1162000.0,17266.0,67.0,3.0,Warszawa,52.278197,20.916437
3716700,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-marymoncka-2-pokojowe-s4b1x2,ponad tydzień temu,13.0,Warszawa Bielany,ul. Marymoncka,Mieszkanie,2,39,True,555 000,14 158zł / m²,555000.0,14158.0,39.0,2.0,Warszawa,52.286699,20.952929
3720006,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jana-kazimierza-3-pokojowe-n9g3y9,3 dni temu,20.0,Warszawa Wola,ul. Jana Kazimierza,Mieszkanie,3,67,True,1 490 000,22 372zł / m²,1490000.0,22372.0,67.0,3.0,Warszawa,52.222774,20.938849
3719882,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-stefana-zeromskiego-2-pokojowe-v4p2q6,3 dni temu,15.0,Warszawa Bielany,ul. Stefana Żeromskiego,Mieszkanie,2,44,True,910 000,20 500zł / m²,910000.0,20500.0,44.0,2.0,Warszawa,52.243359,21.218248
3716570,https://adresowo.pl/o/mieszkanie-warszawa-wawer-ul-kaszmirowa-4-pokojowe-r9p2i5,ponad tydzień temu,46.0,Warszawa Wawer,ul. Kaszmirowa,Mieszkanie,4,98,True,1 190 000,12 143zł / m²,1190000.0,12143.0,98.0,4.0,Warszawa,52.196316,21.124124
3716572,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-liwiecka-3-pokojowe-b7e7u6,ponad tydzień temu,7.0,Warszawa Praga-Południe,ul. Liwiecka,Mieszkanie,3,60,True,1 194 000,19 900zł / m²,1194000.0,19900.0,60.0,3.0,Warszawa,52.241891,21.11804
3719822,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-xawerego-dunikowskiego-3-pokojowe-w4d0q2,3 dni temu,20.0,Warszawa Ursynów,ul. Xawerego Dunikowskiego,Mieszkanie,3,72,True,874 000,12 217zł / m²,874000.0,12217.0,72.0,3.0,Warszawa,52.152216,21.025282
3719786,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-batalionow-chlopskich-3-pokojowe-j0e9x6,3 dni temu,11.0,Warszawa Bemowo,ul. Batalionów Chłopskich,Mieszkanie,3,63,True,1 150 000,18 182zł / m²,1150000.0,18182.0,63.0,3.0,Warszawa,52.231883,20.889428
3716564,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-zlocienia-2-pokojowe-u9f5p3,ponad tydzień temu,11.0,Warszawa Wola,ul. Złocienia,Mieszkanie,2,37,True,630 000,17 213zł / m²,630000.0,17213.0,37.0,2.0,Warszawa,52.242441,20.961776
3716544,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-lukowska-3-pokojowe-i1i3n0,ponad tydzień temu,8.0,Warszawa Praga-Południe,ul. Łukowska,Mieszkanie,3,64,True,850 000,13 281zł / m²,850000.0,13281.0,64.0,3.0,Warszawa,52.237425,21.10319
